version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,24116RACCG,1779997442308,2026-05-28_19-44-02,America/Lima,android,1.59.0,eb2631f6-1549-4663-9a7f-bb84af3876f1,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Watch Magnetometer|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|10|10||10|10|10|10,false,36
