time_s,raw_acceleration_m_s2,filtered_acceleration_m_s2
0.0,0.07559083459158175,0.07079158523698259
0.017276855468750796,0.15801787646731114,0.18393555663452185
0.03455371093750159,0.3464936515451093,0.3355674519287631
0.05183056640625239,0.32604256706303325,0.3621603665516947
0.06910742187500318,0.07723619599211415,0.11898229943962912
0.08638427734375398,-0.3392829275304269,-0.3252550765333518
0.10366113281250477,-0.7440507544314795,-0.6791120024206622
0.12093798828125557,-0.7238952517967054,-0.6619625648090037
0.13821484375000637,-0.28689313969348995,-0.2542246549621784
0.15549169921875716,0.2136082039698683,0.2954609423225438
0.17276855468750796,0.6216262203913132,0.6735483460078613
0.19004541015625875,0.6186392976186775,0.6835257490548498
0.20732226562500955,0.23587518345415812,0.3174732894882047
0.22459912109376035,-0.24542376769150057,-0.230213566033664
0.24187597656251114,-0.7188291261135448,-0.6470023449137157
0.25915283203126194,-0.827876713485886,-0.7179963351108916
0.27642968750001273,-0.37445340660540166,-0.47319177838867205
0.29370654296876353,-0.26904221379171583,-0.08941630275494478
0.3109833984375143,0.3506460402385761,0.2834358705726848
0.3282602539062651,0.5072583251511206,0.5543548774436362
0.3455371093750159,0.6382174586055654,0.6448379877860573
0.3628139648437667,0.49553612510677625,0.49372999254916716
0.3800908203125175,0.1242552968773632,0.11476802345933867
0.3973676757812683,-0.3485847502826338,-0.34097770569739744
0.4146445312500191,-0.5322204312909119,-0.6070606356382469
0.4319213867187699,-0.5422504072512448,-0.4877129796797276
0.4491982421875207,0.009507283914863794,-0.0653448177949697
0.4664750976562715,0.38747566154527846,0.3510375756437207
0.4837519531250223,0.5008160739539903,0.5098249676315073
0.5010288085937731,0.44180330011358365,0.37939370418335366
0.5183056640625239,0.07121185833995403,0.06215438926332861
0.5355825195312747,-0.27323882184492665,-0.30076719339724606
0.5528593750000255,-0.45635948614429195,-0.5265281456369231
0.5701362304687763,-0.5254437459051503,-0.4582423996715761
0.5874130859375271,-0.014324311530399744,-0.11894790747738918
0.6046899414062779,0.26643368068761525,0.27494686003921476
0.6219667968750286,0.4735939817084732,0.4831448827990628
0.6392436523437794,0.42645204552328064,0.3907878718842029
0.6565205078125302,0.06730762388006914,0.054267089835242144
0.673797363281281,-0.32190596024919954,-0.31853658208107755
0.6910742187500318,-0.4876316376639988,-0.48832587872565714
0.7083510742187826,-0.3447361038834045,-0.35892958047350315
0.7256279296875334,-0.022007109504474362,-0.025588219600277406
0.7429047851562842,0.3218971521482223,0.32636213770862105
