time_s,raw_acceleration_m_s2,filtered_acceleration_m_s2
0.0,-0.002208806218182227,-0.07802568417252065
0.017276611328121305,0.008676346193037284,-0.06884667279126411
0.03455322265624261,0.0357441519149476,-0.0361368352796637
0.051829833984363916,0.07677016928623405,0.024346698552472856
0.06910644531248522,0.12371645057954613,0.08251488858095182
0.08638305664060653,0.17707744691557636,0.13261383765770954
0.10365966796872783,0.2757543577889183,0.25399893473599283
0.12093627929684914,0.4855882768544133,0.5017496155826643
0.13821289062497044,0.6830519999198351,0.7241777238788228
0.15548950195309175,0.6482358810519726,0.6399614608975135
0.17276611328121305,0.09340149504212131,0.14601958473124854
0.19004272460933436,-0.7306364861222701,-0.5751840303646264
0.20731933593745566,-1.2590610874563557,-1.202227529570622
0.22459594726557697,-1.3409467704309954,-1.3458744575058856
0.24187255859369827,-0.9476455840427053,-0.6974762798390841
0.2591491699218196,0.3651613067824089,0.5068399651653523
0.2764257812499409,1.4329761758317139,1.4028519356052316
0.2937023925780622,1.110382780379754,1.3217382196228136
0.3109790039061835,0.32981235567841666,0.4740120949685829
0.3282556152343048,-0.5757763990132372,-0.48539361641324386
0.3455322265624261,-1.2257999995398297,-1.1652957522164158
0.3628088378905474,-1.4609309890061009,-1.4182736347038156
0.3800854492186687,-1.370528758553273,-1.1153213394808832
0.39736206054679,-0.1546567929498557,-0.3299633918367558
0.4146386718749113,0.4517900586177991,0.5539611522437073
0.43191528320303263,1.021867581250413,1.1632326331192864
0.44919189453115393,1.6327437560369538,1.3917906818105445
0.46646850585927524,1.1526326024003373,1.2399253860619868
0.48374511718739654,0.5091862557388098,0.5997091244765115
0.5010217285155179,-0.2001657711815048,-0.4887852407024139
0.5182983398436392,-1.3530882594701428,-1.395228199561526
0.5355749511717605,-1.4462536083204967,-1.2982915302615305
0.5528515624998818,-0.0066485553273483156,-0.2667658310417774
0.5701281738280031,0.8395452752941583,0.7059757958200187
0.5874047851561244,0.9403682439345105,0.961117324010877
0.6046813964842457,0.7782812095421185,0.7146390274114882
0.621958007812367,0.3754679715163156,0.26247227574446974
0.6392346191404883,-0.2536289390516876,-0.40614522499211564
0.6565112304686096,-1.0789526653258874,-1.040538564486635
0.6737878417967309,-1.0346355288391842,-1.0759318366905974
0.6910644531248522,-0.28827453076987447,-0.4149953383738533
0.7083410644529735,0.36147451660399177,0.3735563154186776
0.7256176757810948,0.8439522081074837,0.7897421950852186
0.7428942871092161,0.8142832914418217,0.8098700675441615
0.7601708984373374,0.46149656133219386,0.5058885694958059
0.7774475097654587,-0.030364470519222753,-0.140641337162412
0.79472412109358,-0.8777672865955616,-0.8492992449777803
0.8120007324217013,-1.1172972602509965,-1.0187775578686917
0.8292773437498226,-0.346663625501584,-0.4200512634546724
0.846553955077944,0.4442869658202261,0.4648547364123937
0.8638305664060653,0.9907620742409445,1.0106363209079536
0.8811071777341866,0.9437116671112611,0.9893715163667696
0.8983837890623079,0.4176660473304896,0.4632111840164209
0.9156604003904292,-0.27726047756949923,-0.35396425756200844
0.9329370117185505,-1.0399638246528196,-0.9865033880587599
0.9502136230466718,-1.0778037015638338,-0.9677025680091124
0.9674902343747931,-0.32878362851712667,-0.3954039430736632
0.9847668457029144,0.22777211727006763,0.21148327859955063
1.0020434570310357,0.5384736873559932,0.6112107784913142
1.019320068359157,0.8504970683478353,0.859822541566513
1.0365966796872783,0.7105209330649533,0.7550441453133727
1.0538732910153996,0.12245521974571216,0.03794781650455553
1.071149902343521,-0.8441023120234651,-0.8440829335583317
