time,seconds_elapsed,z,y,x
1779997165375661800,0.302661865234375,0.0017874999903142452,0.026537500321865082,0.0085249999538064
1779997165392938000,0.31993798828125,0.0017874999903142452,0.03629999980330467,0.015812499448657036
1779997165410214400,0.33721435546875,-0.0006874999962747097,0.04496249929070473,0.00494999997317791
1779997165427490800,0.35449072265625,-0.0019249999895691872,0.03519999980926514,-0.01952499896287918
1779997165444767000,0.37176708984375,-0.0006874999962747097,0.015537500381469727,-0.03423750028014183
1779997165462043600,0.389043701171875,0.0005499999970197678,0.0034374999813735485,-0.02447500079870224
1779997165479319800,0.40631982421875,-0.0006874999962747097,0.002199999988079071,-0.010999999940395355
1779997165496596200,0.42359619140625,-0.0006874999962747097,0.004537499975413084,-0.002474999986588955
1779997165513872600,0.44087255859375,0.0005499999970197678,0.0009624999947845936,0.010999999940395355
1779997165531149000,0.458149169921875,0.0005499999970197678,-0.002749999985098839,0.006049999967217445
1779997165548425500,0.475425537109375,-0.0006874999962747097,-0.005224999971687794,-0.0037124999798834324
1779997165565702000,0.492701904296875,-0.0019249999895691872,-0.007562499959021807,-0.010999999940395355
1779997165582978000,0.50997802734375,-0.0006874999962747097,-0.002749999985098839,0
1779997165600254700,0.527254638671875,0.0005499999970197678,0.008249999955296516,0.00494999997317791
1779997165617531100,0.54453125,0.0005499999970197678,0.01677500084042549,0.015812499448657036
1779997165634807600,0.5618076171875,0.0005499999970197678,0.01677500084042549,0.01347499992698431
1779997165652083700,0.579083740234375,0.0017874999903142452,0.015537500381469727,0.00494999997317791
1779997165669360000,0.596360107421875,0.0005499999970197678,0.015537500381469727,0.0012374999932944775
1779997165686636500,0.613636474609375,-0.0006874999962747097,0.018012499436736107,-0.007287499960511923
1779997165703913000,0.630912841796875,-0.0019249999895691872,0.027775000780820847,-0.032999999821186066
1779997165721189400,0.648189453125,-0.0006874999962747097,0.03519999980926514,-0.037812501192092896
1779997165738465800,0.6654658203125,0.0005499999970197678,0.03519999980926514,-0.025712499395012856
1779997165755742000,0.682741943359375,0.0005499999970197678,0.026537500321865082,-0.010999999940395355
1779997165773018400,0.700018310546875,0.0005499999970197678,0.010724999941885471,0.002474999986588955
1779997165790294800,0.717294677734375,0.0005499999970197678,0.002199999988079071,0.01223750039935112
1779997165807571000,0.734571044921875,0.0005499999970197678,0.010724999941885471,0.020762499421834946
1779997165824847600,0.75184765625,0.0005499999970197678,0.015537500381469727,0.015812499448657036
1779997165842124000,0.7691240234375,0.0005499999970197678,0.008249999955296516,0.0012374999932944775
1779997165859400200,0.786400146484375,0.0005499999970197678,-0.006324999965727329,-0.015949999913573265
1779997165876676600,0.803676513671875,0.0005499999970197678,-0.005224999971687794,-0.006049999967217445
1779997165893953000,0.820953125,0.0005499999970197678,0.015537500381469727,0.015949999913573265
1779997165911229400,0.8382294921875,0.0017874999903142452,0.04853750020265579,0.02681249938905239
1779997165928505600,0.855505615234375,0.0017874999903142452,0.05829999968409538,0.018287500366568565
1779997165945782000,0.872781982421875,0.0017874999903142452,0.03629999980330467,0.0012374999932944775
1779997165963058700,0.89005859375,-0.0017874999903142452,0.025299999862909317,-0.018287500366568565
